Var1,Var2,cgmlst,SNP
DW425,DW282,306,2285
DW427,DW282,310,2315
DW428,DW282,314,2133
DW429,DW282,314,2325
DW430,DW282,265,1743
DW432,DW282,256,1604
DW433,DW282,284,2039
DW434,DW282,242,1712
DW435,DW282,241,1557
DW436,DW282,315,2279
DW438,DW282,304,2329
DW439,DW282,244,1595
DW441,DW282,284,1998
DW442,DW282,245,1662
DW443,DW282,325,2320
DW444,DW282,315,2361
DW446,DW282,319,2281
DW448,DW282,300,2288
DW449,DW282,305,2029
DW450,DW282,245,1607
DW451,DW282,312,2306
DW452,DW282,280,1929
DW454,DW282,245,1641
DW456,DW282,303,2327
DW458,DW282,265,1739
DW460,DW282,312,2250
DW462,DW282,302,2364
DW463,DW282,303,2324
DW464,DW282,300,2023
DW481,DW282,278,1918
DW482,DW282,283,2002
DW483,DW282,231,1648
DW484,DW282,308,2381
DW485,DW282,305,2345
DW486,DW282,319,2082
DW487,DW282,252,2294
DW488,DW282,280,1885
DW489,DW282,293,1915
M2282,DW282,232,1621
M2300,DW282,229,1564
M2321,DW282,257,1735
M2341,DW282,216,1486
M30,DW282,217,1465
M6090,DW282,231,1537
M6151,DW282,231,1568
M6257,DW282,251,1720
M6270,DW282,236,1616
M6280,DW282,255,1878
M6282,DW282,302,2277
M6283,DW282,304,2312
M6284,DW282,228,1567
M6285,DW282,254,1758
M6286,DW282,272,1983
M6303,DW282,240,1620
M6312,DW282,229,1560
M6320,DW282,271,1941
M6327,DW282,224,1581
M6328,DW282,247,1611
M6475,DW282,244,1544
M6489,DW282,302,2327
M6593,DW282,241,1665
M6604,DW282,260,1938
M6711,DW282,310,2362
M6713,DW282,317,2321
R32G,DW282,218,1619
TW10_5G,DW282,218,1617
TW10_6G,DW282,219,1621
TW48-5G,DW282,218,1619
UTMB_10G,DW282,218,1618
DW285,DW283,282,2135
DW286,DW283,269,1970
DW287,DW283,15,6
DW290,DW283,203,1305
DW292,DW283,271,2019
DW293,DW283,225,1556
DW295,DW283,193,1287
DW296,DW283,229,1539
DW299,DW283,275,2249
DW301,DW283,276,2174
DW303,DW283,219,1392
DW304,DW283,271,2072
DW307,DW283,284,2178
DW308,DW283,281,2258
DW309,DW283,280,2123
DW312,DW283,207,1262
DW313,DW283,287,2226
DW315,DW283,213,1460
DW316,DW283,284,2209
DW318,DW283,198,1256
DW320,DW283,16,18
DW321,DW283,12,9
DW325,DW283,273,2234
DW326,DW283,12,8
DW329,DW283,282,2298
DW330,DW283,292,2138
DW331,DW283,275,2222
DW332,DW283,51,219
DW334,DW283,275,2098
DW336,DW283,51,214
DW337,DW283,218,1466
DW339,DW283,274,2262
DW342,DW283,244,1498
DW344,DW283,45,165
DW345,DW283,223,1603
DW346,DW283,274,2164
DW347,DW283,277,2253
DW349,DW283,261,2094
DW351,DW283,247,1974
DW355,DW283,278,2207
DW356,DW283,234,1573
DW359,DW283,270,2130
DW360,DW283,226,1582
DW361,DW283,12,14
DW365,DW283,270,2056
DW366,DW283,283,2006
DW368,DW283,259,1869
DW369,DW283,233,1436
DW370,DW283,266,2053
DW371,DW283,219,1328
DW372,DW283,264,1850
DW373,DW283,252,1701
DW374,DW283,232,2110
DW375,DW283,260,1826
DW376,DW283,282,2037
DW377,DW283,226,1456
DW379,DW283,280,1907
DW380,DW283,273,1954
DW381,DW283,225,1365
DW382,DW283,254,1708
DW383,DW283,232,1516
DW384,DW283,284,2113
DW385,DW283,229,1474
DW387,DW283,289,2086
DW388,DW283,227,1471
DW389,DW283,261,1895
DW390,DW283,286,2101
DW391,DW283,286,2136
DW392,DW283,283,2075
DW395,DW283,207,706
DW396,DW283,287,2252
DW397,DW283,281,2080
DW398,DW283,279,2071
DW401,DW283,260,2080
DW402,DW283,123,778
DW405,DW283,262,2048
DW409,DW283,239,1434
DW410,DW283,278,1828
DW413,DW283,285,2035
DW414,DW283,253,1982
DW415,DW283,274,2176
DW418,DW283,262,1992
DW420,DW283,51,120
DW423,DW283,119,564
DW425,DW283,282,2023
DW427,DW283,282,2087
DW428,DW283,284,1980
DW429,DW283,277,2118
DW430,DW283,10,4
DW432,DW283,196,1299
DW433,DW283,216,1409
DW434,DW283,225,1512
DW435,DW283,217,1369
DW436,DW283,279,2041
DW438,DW283,279,2074
DW439,DW283,229,1359
DW441,DW283,193,1244
DW442,DW283,226,1443
DW443,DW283,285,2080
DW444,DW283,289,2115
DW446,DW283,286,2181
DW448,DW283,272,2107
DW449,DW283,270,1898
DW450,DW283,210,1386
DW451,DW283,286,2056
DW452,DW283,250,1862
DW454,DW283,116,782
DW456,DW283,262,2011
DW458,DW283,45,137
DW460,DW283,277,2194
DW462,DW283,276,2100
DW463,DW283,278,2168
DW464,DW283,265,1900
DW481,DW283,250,1672
DW482,DW283,196,1232
DW483,DW283,207,1453
DW484,DW283,280,2109
DW485,DW283,284,2056
DW486,DW283,290,1993
DW487,DW283,229,2102
DW488,DW283,255,1823
DW489,DW283,224,1362
M2282,DW283,208,1365
M2300,DW283,203,1289
M2321,DW283,223,1420
M2341,DW283,210,1406
M30,DW283,189,1199
M6090,DW283,206,1301
M6151,DW283,206,1345
M6257,DW283,199,1309
M6270,DW283,214,1422
M6280,DW283,262,1861
M6282,DW283,278,2211
M6283,DW283,278,2276
M6284,DW283,210,1339
M6285,DW283,217,1546
M6286,DW283,261,1915
M6303,DW283,206,1272
M6312,DW283,205,1340
M6320,DW283,221,1641
M6327,DW283,199,1303
M6328,DW283,214,1336
M6475,DW283,191,1308
M6489,DW283,275,2124
M6593,DW283,211,1333
M6604,DW283,228,1710
M6711,DW283,272,2131
M6713,DW283,287,2301
R32G,DW283,189,1385
TW10_5G,DW283,190,1388
TW10_6G,DW283,190,1386
TW48-5G,DW283,190,1380
UTMB_10G,DW283,190,1384
DW286,DW285,271,1710
DW287,DW285,275,2090
DW290,DW285,283,1863
DW292,DW285,76,432
DW293,DW285,316,2333
DW295,DW285,306,2231
DW296,DW285,324,2286
DW299,DW285,269,1947
DW301,DW285,274,1906
DW303,DW285,291,2007
DW304,DW285,262,1732
DW307,DW285,280,1881
DW308,DW285,267,1953
DW309,DW285,267,1784
DW312,DW285,278,2041
DW313,DW285,145,946
DW315,DW285,288,1955
DW316,DW285,279,1911
DW318,DW285,308,2215
DW320,DW285,298,2149
DW321,DW285,298,2168
DW325,DW285,263,1840
DW326,DW285,298,2131
DW329,DW285,272,1792
DW330,DW285,154,861
DW331,DW285,267,1916
DW332,DW285,300,2153
DW334,DW285,72,422
DW336,DW285,301,2215
DW337,DW285,283,2030
DW339,DW285,268,1768
DW342,DW285,274,1697
DW344,DW285,297,2191
DW345,DW285,293,2178
DW346,DW285,274,1887
DW347,DW285,270,1961
DW349,DW285,255,1806
DW351,DW285,272,1871
DW355,DW285,271,1932
DW356,DW285,314,2342
DW359,DW285,277,1840
DW360,DW285,290,2286
DW361,DW285,292,2084
DW365,DW285,259,1735
DW366,DW285,51,322
DW368,DW285,259,1630
DW369,DW285,267,1579
DW370,DW285,255,1735
DW371,DW285,293,1998
DW372,DW285,215,1320
DW373,DW285,187,1151
DW374,DW285,226,1792
DW375,DW285,211,1243
DW376,DW285,278,1705
DW377,DW285,296,2052
DW379,DW285,56,285
DW380,DW285,65,376
DW381,DW285,290,2040
DW382,DW285,290,1919
DW383,DW285,292,2043
DW384,DW285,278,1803
DW385,DW285,293,2134
DW387,DW285,258,1498
DW388,DW285,295,2057
DW389,DW285,279,1833
DW390,DW285,276,1798
DW391,DW285,276,1826
DW392,DW285,272,1771
DW395,DW285,264,1231
DW396,DW285,226,1313
DW397,DW285,269,1781
DW398,DW285,247,1653
DW401,DW285,261,1788
DW402,DW285,292,1879
DW405,DW285,205,1191
DW409,DW285,307,1718
DW410,DW285,274,1574
DW413,DW285,275,1732
DW414,DW285,245,1711
DW415,DW285,266,1600
DW418,DW285,290,1876
DW420,DW285,287,1825
DW423,DW285,297,1808
DW425,DW285,272,1733
DW427,DW285,276,1767
DW428,DW285,48,299
DW429,DW285,246,1674
DW430,DW285,302,1993
DW432,DW285,279,1888
DW433,DW285,303,2082
DW434,DW285,293,2132
DW435,DW285,296,1974
DW436,DW285,247,1623
DW438,DW285,277,1802
DW439,DW285,293,1959
DW441,DW285,306,2140
DW442,DW285,294,2087
DW443,DW285,223,1253
DW444,DW285,277,1851
DW446,DW285,219,1277
DW448,DW285,267,1704
DW449,DW285,225,1309
DW450,DW285,301,1980
DW451,DW285,276,1735
DW452,DW285,285,1777
DW454,DW285,287,1919
DW456,DW285,289,1911
DW458,DW285,303,1991
DW460,DW285,214,1287
DW462,DW285,277,1833
DW463,DW285,264,1819
DW464,DW285,215,1290
DW481,DW285,284,1856
DW482,DW285,309,2149
DW483,DW285,278,2102
DW484,DW285,271,1812
DW485,DW285,273,1739
DW486,DW285,143,729
DW487,DW285,227,1765
DW488,DW285,294,1979
DW489,DW285,315,2014
M2282,DW285,282,1938
M2300,DW285,276,1901
M2321,DW285,290,1921
M2341,DW285,285,1880
M30,DW285,269,1815
M6090,DW285,281,1906
M6151,DW285,281,1981
M6257,DW285,284,1907
M6270,DW285,290,2044
M6280,DW285,309,2080
M6282,DW285,270,1908
M6283,DW285,263,1825
M6284,DW285,285,1947
M6285,DW285,275,1870
M6286,DW285,267,1694
M6303,DW285,284,1929
M6312,DW285,279,1966
M6320,DW285,286,2052
M6327,DW285,280,1924
M6328,DW285,294,1938
M6475,DW285,279,1865
M6489,DW285,269,1787
M6593,DW285,282,1879
M6604,DW285,266,1669
M6711,DW285,245,1699
M6713,DW285,223,1412
R32G,DW285,268,2040
TW10_5G,DW285,269,2035
TW10_6G,DW285,269,2042
TW48-5G,DW285,269,2040
UTMB_10G,DW285,269,2041
DW287,DW286,265,1930
DW290,DW286,265,1732
DW292,DW286,262,1642
DW293,DW286,291,2003
DW295,DW286,290,2075
DW296,DW286,296,1975
DW299,DW286,76,222
DW301,DW286,106,373
DW303,DW286,276,1859
DW304,DW286,204,1101
DW307,DW286,81,234
DW308,DW286,101,359
DW309,DW286,100,313
DW312,DW286,257,1822
DW313,DW286,268,1752
DW315,DW286,275,1841
DW316,DW286,78,233
DW318,DW286,291,2040
DW320,DW286,283,1979
DW321,DW286,283,1969
DW325,DW286,114,366
DW326,DW286,283,1959
DW329,DW286,202,1114
DW330,DW286,275,1707
DW331,DW286,101,317
DW332,DW286,286,1994
DW334,DW286,263,1715
DW336,DW286,285,1998
DW337,DW286,267,1925
DW339,DW286,193,1109
DW342,DW286,247,1460
DW344,DW286,281,2002
DW345,DW286,278,1997
DW346,DW286,42,103
DW347,DW286,99,331
DW349,DW286,98,341
DW351,DW286,80,295
DW355,DW286,102,376
DW356,DW286,293,2052
DW359,DW286,61,147
DW360,DW286,272,1958
DW361,DW286,277,1953
DW365,DW286,101,283
DW366,DW286,271,1676
DW368,DW286,214,1126
DW369,DW286,237,1422
DW370,DW286,104,317
DW371,DW286,271,1836
DW372,DW286,247,1494
DW373,DW286,271,1648
DW374,DW286,84,261
DW375,DW286,256,1669
DW376,DW286,124,333
DW377,DW286,269,1789
DW379,DW286,269,1598
DW380,DW286,259,1607
DW381,DW286,269,1852
DW382,DW286,257,1465
DW383,DW286,281,1855
DW384,DW286,79,208
DW385,DW286,274,1888
DW387,DW286,259,1511
DW388,DW286,270,1803
DW389,DW286,225,1048
DW390,DW286,104,301
DW391,DW286,104,303
DW392,DW286,78,200
DW395,DW286,252,1226
DW396,DW286,283,1814
DW397,DW286,76,199
DW398,DW286,203,1017
DW401,DW286,76,208
DW402,DW286,292,1914
DW405,DW286,266,1743
DW409,DW286,270,1556
DW410,DW286,109,309
DW413,DW286,107,309
DW414,DW286,101,306
DW415,DW286,188,1067
DW418,DW286,87,310
DW420,DW286,276,1824
DW423,DW286,297,1975
DW425,DW286,84,178
DW427,DW286,98,289
DW428,DW286,270,1636
DW429,DW286,201,1014
DW430,DW286,283,1916
DW432,DW286,264,1801
DW433,DW286,282,1800
DW434,DW286,270,1926
DW435,DW286,274,1780
DW436,DW286,203,1002
DW438,DW286,42,96
DW439,DW286,273,1808
DW441,DW286,290,1995
DW442,DW286,270,1873
DW443,DW286,279,1786
DW444,DW286,106,307
DW446,DW286,284,1799
DW448,DW286,124,465
DW449,DW286,271,1733
DW450,DW286,272,1743
DW451,DW286,104,298
DW452,DW286,278,1691
DW454,DW286,288,1910
DW456,DW286,84,310
DW458,DW286,290,1919
DW460,DW286,273,1758
DW462,DW286,36,97
DW463,DW286,124,532
DW464,DW286,261,1703
DW481,DW286,253,1429
DW482,DW286,291,1994
DW483,DW286,260,1873
DW484,DW286,99,298
DW485,DW286,107,264
DW486,DW286,271,1605
DW487,DW286,114,480
DW488,DW286,272,1792
DW489,DW286,289,1829
M2282,DW286,266,1734
M2300,DW286,262,1767
M2321,DW286,262,1698
M2341,DW286,262,1815
M30,DW286,253,1724
M6090,DW286,264,1746
M6151,DW286,264,1777
M6257,DW286,262,1779
M6270,DW286,268,1799
M6280,DW286,293,1958
M6282,DW286,212,1250
M6283,DW286,247,1465
M6284,DW286,264,1770
M6285,DW286,267,1846
M6286,DW286,277,1813
M6303,DW286,273,1801
M6312,DW286,262,1789
M6320,DW286,279,1891
M6327,DW286,260,1746
M6328,DW286,279,1792
M6475,DW286,260,1772
M6489,DW286,65,179
M6593,DW286,256,1662
M6604,DW286,263,1834
M6711,DW286,199,1066
M6713,DW286,282,1858
R32G,DW286,249,1760
TW10_5G,DW286,250,1766
TW10_6G,DW286,250,1761
TW48-5G,DW286,250,1760
UTMB_10G,DW286,250,1760
DW290,DW287,200,1244
DW292,DW287,264,1995
DW293,DW287,223,1521
DW295,DW287,190,1265
DW296,DW287,228,1517
DW299,DW287,270,2156
DW301,DW287,273,2148
DW303,DW287,217,1331
DW304,DW287,268,2039
DW307,DW287,282,2127
DW308,DW287,276,2170
DW309,DW287,276,2062
DW312,DW287,204,1253
DW313,DW287,278,2197
DW315,DW287,209,1390
DW316,DW287,280,2155
DW318,DW287,197,1236
DW320,DW287,13,19
DW321,DW287,9,7
DW325,DW287,268,2183
DW326,DW287,10,4
DW329,DW287,277,2260
DW330,DW287,285,2126
DW331,DW287,270,2153
DW332,DW287,45,214
DW334,DW287,265,2064
DW336,DW287,44,216
DW337,DW287,212,1439
DW339,DW287,271,2216
DW342,DW287,240,1496
DW344,DW287,40,175
DW345,DW287,218,1551
DW346,DW287,272,2110
DW347,DW287,274,2205
DW349,DW287,259,2048
DW351,DW287,246,1936
DW355,DW287,272,2144
DW356,DW287,233,1535
DW359,DW287,268,2081
DW360,DW287,221,1525
DW361,DW287,8,10
DW365,DW287,262,2006
DW366,DW287,274,1981
DW368,DW287,257,1842
DW369,DW287,231,1428
DW370,DW287,261,2016
DW371,DW287,217,1294
DW372,DW287,265,1808
DW373,DW287,247,1689
DW374,DW287,229,2069
DW375,DW287,259,1812
DW376,DW287,277,2015
DW377,DW287,228,1433
DW379,DW287,272,1902
DW380,DW287,262,1936
DW381,DW287,221,1329
DW382,DW287,245,1687
DW383,DW287,226,1488
DW384,DW287,280,2066
DW385,DW287,226,1436
DW387,DW287,288,2066
DW388,DW287,228,1432
DW389,DW287,262,1881
DW390,DW287,282,2065
DW391,DW287,282,2092
DW392,DW287,278,2027
DW395,DW287,203,705
DW396,DW287,287,2217
DW397,DW287,277,2028
DW398,DW287,273,2044
DW401,DW287,255,2063
DW402,DW287,121,759
DW405,DW287,265,2043
DW409,DW287,235,1419
DW410,DW287,273,1816
DW413,DW287,281,2004
DW414,DW287,246,1949
DW415,DW287,271,2134
DW418,DW287,259,1947
DW420,DW287,43,111
DW423,DW287,111,552
DW425,DW287,278,1996
DW427,DW287,280,2043
DW428,DW287,275,1964
DW429,DW287,275,2085
DW430,DW287,11,8
DW432,DW287,193,1252
DW433,DW287,213,1381
DW434,DW287,222,1446
DW435,DW287,215,1342
DW436,DW287,272,2033
DW438,DW287,275,2029
DW439,DW287,225,1336
DW441,DW287,190,1213
DW442,DW287,222,1397
DW443,DW287,288,2080
DW444,DW287,285,2063
DW446,DW287,287,2144
DW448,DW287,267,2081
DW449,DW287,268,1877
DW450,DW287,207,1349
DW451,DW287,282,2026
DW452,DW287,249,1821
DW454,DW287,113,746
DW456,DW287,258,1971
DW458,DW287,43,144
DW460,DW287,276,2181
DW462,DW287,272,2045
DW463,DW287,274,2122
DW464,DW287,265,1874
DW481,DW287,241,1631
DW482,DW287,193,1203
DW483,DW287,209,1400
DW484,DW287,277,2059
DW485,DW287,280,2013
DW486,DW287,283,1989
DW487,DW287,228,2063
DW488,DW287,250,1808
DW489,DW287,223,1351
M2282,DW287,203,1312
M2300,DW287,197,1251
M2321,DW287,226,1370
M2341,DW287,205,1389
M30,DW287,184,1187
M6090,DW287,204,1267
M6151,DW287,204,1280
M6257,DW287,194,1276
M6270,DW287,207,1366
M6280,DW287,258,1824
M6282,DW287,274,2185
M6283,DW287,274,2263
M6284,DW287,208,1311
M6285,DW287,214,1513
M6286,DW287,252,1884
M6303,DW287,205,1244
M6312,DW287,203,1304
M6320,DW287,221,1611
M6327,DW287,196,1261
M6328,DW287,210,1295
M6475,DW287,188,1290
M6489,DW287,270,2067
M6593,DW287,210,1270
M6604,DW287,222,1678
M6711,DW287,270,2122
M6713,DW287,285,2283
R32G,DW287,185,1307
TW10_5G,DW287,186,1315
TW10_6G,DW287,186,1308
TW48-5G,DW287,186,1303
UTMB_10G,DW287,186,1306
DW292,DW290,276,1864
DW293,DW290,230,1563
DW295,DW290,225,1497
DW296,DW290,235,1522
DW299,DW290,278,1976
DW301,DW290,273,1939
DW303,DW290,110,476
DW304,DW290,287,1856
DW307,DW290,287,1916
DW308,DW290,273,2034
DW309,DW290,272,1894
DW312,DW290,123,654
DW313,DW290,282,2093
DW315,DW290,116,657
DW316,DW290,286,1936
DW318,DW290,228,1471
DW320,DW290,221,1317
DW321,DW290,219,1334
DW325,DW290,271,1945
DW326,DW290,219,1302
DW329,DW290,285,2024
DW330,DW290,293,1988
DW331,DW290,276,1986
DW332,DW290,226,1276
DW334,DW290,280,1950
DW336,DW290,227,1310
DW337,DW290,196,1212
DW339,DW290,280,2052
DW342,DW290,239,1176
DW344,DW290,222,1284
DW345,DW290,204,1331
DW346,DW290,275,1915
DW347,DW290,278,2003
DW349,DW290,254,1887
DW351,DW290,256,1777
DW355,DW290,279,1970
DW356,DW290,238,1565
DW359,DW290,273,1868
DW360,DW290,139,912
DW361,DW290,215,1278
DW365,DW290,265,1787
DW366,DW290,289,1833
DW368,DW290,262,1635
DW369,DW290,222,1106
DW370,DW290,261,1822
DW371,DW290,129,607
DW372,DW290,255,1625
DW373,DW290,252,1473
DW374,DW290,226,1850
DW375,DW290,246,1513
DW376,DW290,285,1785
DW377,DW290,154,737
DW379,DW290,285,1736
DW380,DW290,276,1779
DW381,DW290,134,695
DW382,DW290,238,1457
DW383,DW290,180,1008
DW384,DW290,286,1848
DW385,DW290,139,779
DW387,DW290,289,1869
DW388,DW290,155,744
DW389,DW290,262,1606
DW390,DW290,283,1843
DW391,DW290,283,1864
DW392,DW290,284,1822
DW395,DW290,167,241
DW396,DW290,294,2012
DW397,DW290,278,1834
DW398,DW290,282,1816
DW401,DW290,261,1832
DW402,DW290,233,1273
DW405,DW290,276,1822
DW409,DW290,222,1086
DW410,DW290,275,1622
DW413,DW290,281,1770
DW414,DW290,250,1746
DW415,DW290,279,1952
DW418,DW290,272,1813
DW420,DW290,216,1014
DW423,DW290,236,1230
DW425,DW290,278,1761
DW427,DW290,280,1821
DW428,DW290,291,1806
DW429,DW290,280,1857
DW430,DW290,222,1177
DW432,DW290,207,1241
DW433,DW290,241,1521
DW434,DW290,136,795
DW435,DW290,121,490
DW436,DW290,282,1780
DW438,DW290,279,1838
DW439,DW290,139,683
DW441,DW290,225,1433
DW442,DW290,138,761
DW443,DW290,274,1713
DW444,DW290,284,1852
DW446,DW290,286,1891
DW448,DW290,272,1845
DW449,DW290,257,1627
DW450,DW290,199,1117
DW451,DW290,283,1791
DW452,DW290,218,1381
DW454,DW290,227,1266
DW456,DW290,273,1834
DW458,DW290,224,1165
DW460,DW290,281,1955
DW462,DW290,275,1853
DW463,DW290,279,1977
DW464,DW290,249,1601
DW481,DW290,233,1395
DW482,DW290,225,1421
DW483,DW290,133,745
DW484,DW290,277,1848
DW485,DW290,278,1805
DW486,DW290,292,1816
DW487,DW290,229,1893
DW488,DW290,256,1660
DW489,DW290,227,1303
M2282,DW290,99,413
M2300,DW290,78,364
M2321,DW290,182,954
M2341,DW290,137,805
M30,DW290,73,271
M6090,DW290,96,378
M6151,DW290,96,362
M6257,DW290,177,1016
M6270,DW290,102,431
M6280,DW290,263,1679
M6282,DW290,286,2020
M6283,DW290,275,2114
M6284,DW290,91,403
M6285,DW290,200,1239
M6286,DW290,260,1773
M6303,DW290,115,534
M6312,DW290,96,403
M6320,DW290,185,1082
M6327,DW290,84,358
M6328,DW290,115,439
M6475,DW290,187,1088
M6489,DW290,274,1842
M6593,DW290,164,890
M6604,DW290,211,1408
M6711,DW290,273,1874
M6713,DW290,292,2087
R32G,DW290,69,378
TW10_5G,DW290,70,387
TW10_6G,DW290,69,380
TW48-5G,DW290,69,379
UTMB_10G,DW290,69,378
DW293,DW292,313,2238
DW295,DW292,301,2172
DW296,DW292,321,2207
DW299,DW292,262,1842
DW301,DW292,268,1806
DW303,DW292,292,1990
DW304,DW292,256,1680
DW307,DW292,274,1764
DW308,DW292,265,1862
DW309,DW292,265,1740
DW312,DW292,277,1900
DW313,DW292,117,655
DW315,DW292,286,1871
DW316,DW292,272,1777
DW318,DW292,304,2165
DW320,DW292,286,2032
DW321,DW292,286,2055
DW325,DW292,259,1754
DW326,DW292,286,2020
DW329,DW292,269,1708
DW330,DW292,127,619
DW331,DW292,262,1800
DW332,DW292,290,1993
DW334,DW292,21,140
DW336,DW292,288,2059
DW337,DW292,273,1918
DW339,DW292,262,1721
DW342,DW292,266,1649
DW344,DW292,285,2047
DW345,DW292,284,2018
DW346,DW292,271,1765
DW347,DW292,265,1842
DW349,DW292,249,1696
DW351,DW292,264,1797
DW355,DW292,264,1744
DW356,DW292,312,2278
DW359,DW292,272,1789
DW360,DW292,289,2167
DW361,DW292,280,1998
DW365,DW292,254,1655
DW366,DW292,50,173
DW368,DW292,253,1564
DW369,DW292,259,1574
DW370,DW292,250,1700
DW371,DW292,286,1972
DW372,DW292,210,1323
DW373,DW292,178,985
DW374,DW292,219,1681
DW375,DW292,207,1327
DW376,DW292,272,1652
DW377,DW292,296,2028
DW379,DW292,55,154
DW380,DW292,13,100
DW381,DW292,290,1947
DW382,DW292,281,1894
DW383,DW292,294,1997
DW384,DW292,272,1720
DW385,DW292,291,2065
DW387,DW292,254,1455
DW388,DW292,298,2010
DW389,DW292,266,1824
DW390,DW292,274,1726
DW391,DW292,274,1737
DW392,DW292,267,1693
DW395,DW292,258,1205
DW396,DW292,222,1323
DW397,DW292,264,1694
DW398,DW292,244,1635
DW401,DW292,256,1714
DW402,DW292,284,1869
DW405,DW292,199,1214
DW409,DW292,302,1628
DW410,DW292,270,1553
DW413,DW292,273,1646
DW414,DW292,241,1657
DW415,DW292,261,1597
DW418,DW292,283,1833
DW420,DW292,277,1784
DW423,DW292,287,1791
DW425,DW292,267,1655
DW427,DW292,267,1686
DW428,DW292,50,168
DW429,DW292,244,1667
DW430,DW292,289,1947
DW432,DW292,272,1866
DW433,DW292,300,2040
DW434,DW292,291,2063
DW435,DW292,287,1953
DW436,DW292,244,1616
DW438,DW292,274,1725
DW439,DW292,291,1928
DW441,DW292,301,2115
DW442,DW292,291,2029
DW443,DW292,218,1323
DW444,DW292,276,1730
DW446,DW292,213,1329
DW448,DW292,260,1661
DW449,DW292,221,1390
DW450,DW292,296,1888
DW451,DW292,274,1684
DW452,DW292,284,1808
DW454,DW292,281,1869
DW456,DW292,281,1847
DW458,DW292,290,1939
DW460,DW292,205,1288
DW462,DW292,269,1761
DW463,DW292,257,1726
DW464,DW292,210,1405
DW481,DW292,275,1865
DW482,DW292,303,2102
DW483,DW292,278,2053
DW484,DW292,264,1736
DW485,DW292,267,1655
DW486,DW292,116,519
DW487,DW292,225,1701
DW488,DW292,291,1965
DW489,DW292,312,2005
M2282,DW292,280,1928
M2300,DW292,270,1938
M2321,DW292,285,1811
M2341,DW292,274,1780
M30,DW292,264,1813
M6090,DW292,280,1907
M6151,DW292,280,1924
M6257,DW292,279,1851
M6270,DW292,286,1939
M6280,DW292,303,2033
M6282,DW292,261,1845
M6283,DW292,257,1760
M6284,DW292,286,1934
M6285,DW292,265,1775
M6286,DW292,269,1731
M6303,DW292,280,1944
M6312,DW292,278,1946
M6320,DW292,282,2057
M6327,DW292,277,1886
M6328,DW292,290,1942
M6475,DW292,275,1834
M6489,DW292,261,1709
M6593,DW292,276,1795
M6604,DW292,257,1663
M6711,DW292,243,1674
M6713,DW292,215,1405
R32G,DW292,264,1958
TW10_5G,DW292,265,1961
TW10_6G,DW292,265,1960
TW48-5G,DW292,265,1956
UTMB_10G,DW292,265,1959
DW295,DW293,109,613
DW296,DW293,38,199
DW299,DW293,297,2234
DW301,DW293,292,2193
DW303,DW293,243,1659
DW304,DW293,304,2219
DW307,DW293,305,2195
DW308,DW293,294,2274
DW309,DW293,293,2145
DW312,DW293,239,1553
DW313,DW293,314,2358
DW315,DW293,248,1740
DW316,DW293,303,2202
DW318,DW293,119,614
DW320,DW293,245,1570
DW321,DW293,243,1613
DW325,DW293,291,2189
DW326,DW293,243,1573
DW329,DW293,305,2224
DW330,DW293,322,2278
DW331,DW293,299,2232
DW332,DW293,249,1577
DW334,DW293,317,2317
DW336,DW293,247,1641
DW337,DW293,266,1959
DW339,DW293,296,2228
DW342,DW293,273,1782
DW344,DW293,247,1629
DW345,DW293,278,2123
DW346,DW293,297,2160
DW347,DW293,297,2229
DW349,DW293,274,2112
DW351,DW293,284,2115
DW355,DW293,297,2208
DW356,DW293,86,325
DW359,DW293,295,2168
DW360,DW293,247,1926
DW361,DW293,239,1550
DW365,DW293,286,2052
DW366,DW293,323,2224
DW368,DW293,289,1967
DW369,DW293,266,1641
DW370,DW293,279,2021
DW371,DW293,257,1652
DW372,DW293,286,1911
DW373,DW293,217,1323
DW374,DW293,251,2108
DW375,DW293,282,1870
DW376,DW293,302,2012
DW377,DW293,253,1694
DW379,DW293,317,2084
DW380,DW293,313,2158
DW381,DW293,250,1692
DW382,DW293,283,1808
DW383,DW293,183,1073
DW384,DW293,303,2101
DW385,DW293,250,1769
DW387,DW293,319,2231
DW388,DW293,254,1718
DW389,DW293,304,2069
DW390,DW293,304,2093
DW391,DW293,304,2103
DW392,DW293,305,2031
DW395,DW293,247,1023
DW396,DW293,318,2362
DW397,DW293,300,2046
DW398,DW293,302,2163
DW401,DW293,277,2045
DW402,DW293,277,1804
DW405,DW293,292,2152
DW409,DW293,265,1467
DW410,DW293,296,1850
DW413,DW293,304,2006
DW414,DW293,267,1961
DW415,DW293,291,2095
DW418,DW293,304,2101
DW420,DW293,241,1338
DW423,DW293,289,1766
DW425,DW293,300,2002
DW427,DW293,301,2070
DW428,DW293,323,2191
DW429,DW293,299,2208
DW430,DW293,246,1501
DW432,DW293,262,1732
DW433,DW293,141,803
DW434,DW293,247,1795
DW435,DW293,252,1643
DW436,DW293,300,2127
DW438,DW293,304,2045
DW439,DW293,248,1628
DW441,DW293,109,576
DW442,DW293,247,1765
DW443,DW293,316,2220
DW444,DW293,305,2100
DW446,DW293,312,2289
DW448,DW293,291,2028
DW449,DW293,290,1973
DW450,DW293,254,1699
DW451,DW293,304,2041
DW452,DW293,285,1961
DW454,DW293,272,1842
DW456,DW293,302,2129
DW458,DW293,249,1484
DW460,DW293,307,2303
DW462,DW293,301,2101
DW463,DW293,303,2182
